Id,y
32798,3
32799,4
32800,7
32801,5
32802,9
32803,6
32804,8
32805,8
32806,2
32807,9
32808,7
32809,8
32810,5
32811,0
32812,5
32813,3
32814,7
32815,7
32816,3
32817,8
32818,9
32819,2
32820,3
32821,4
32822,5
32823,6
32824,1
32825,2
32826,2
32827,2
32828,3
32829,1
32830,8
32831,0
32832,4
32833,3
32834,5
32835,1
32836,0
32837,5
32838,5
32839,6
32840,9
32841,7
32842,2
32843,4
32844,4
32845,2
32846,1
32847,3
32848,1
32849,9
32850,2
32851,9
32852,9
32853,3
32854,8
32855,8
32856,0
32857,2
32858,9
32859,9
32860,5
32861,1
32862,8
32863,3
32864,4
32865,0
32866,8
32867,3
32868,0
32869,0
32870,9
32871,4
32872,5
32873,3
32874,9
32875,4
32876,4
32877,4
32878,2
32879,7
32880,9
32881,2
32882,0
32883,0
32884,3
32885,9
32886,7
32887,1
32888,3
32889,7
32890,4
32891,9
32892,5
32893,8
32894,9
32895,9
32896,9
32897,5
32898,7
32899,7
32900,1
32901,1
32902,8
32903,4
32904,0
32905,7
32906,1
32907,5
32908,4
32909,5
32910,4
32911,7
32912,3
32913,3
32914,9
32915,6
32916,4
32917,7
32918,3
32919,6
32920,5
32921,5
32922,6
32923,9
32924,1
32925,6
32926,8
32927,8
32928,0
32929,5
32930,3
32931,2
32932,4
32933,5
32934,9
32935,1
32936,6
32937,6
32938,1
32939,2
32940,2
32941,3
32942,5
32943,7
32944,3
32945,3
32946,3
32947,5
32948,2
32949,4
32950,4
32951,0
32952,0
32953,1
32954,2
32955,8
32956,8
32957,5
32958,3
32959,7
32960,4
32961,8
32962,5
32963,1
32964,5
32965,2
32966,3
32967,5
32968,9
32969,6
32970,1
32971,3
32972,8
32973,2
32974,6
32975,4
32976,7
32977,0
32978,6
32979,2
32980,7
32981,1
32982,5
32983,7
32984,2
32985,8
32986,0
32987,8
32988,2
32989,8
32990,9
32991,6
32992,8
32993,3
32994,6
32995,1
32996,3
32997,1
32998,0
32999,5
33000,3
33001,2
33002,0
33003,6
33004,1
33005,4
33006,8
33007,1
33008,6
33009,9
33010,9
33011,4
33012,6
33013,2
33014,2
33015,7
33016,2
33017,4
33018,3
33019,5
33020,3
33021,5
33022,7
33023,9
33024,8
33025,1
33026,8
33027,2
33028,7
33029,2
33030,5
33031,8
33032,5
33033,5
33034,5
33035,1
33036,7
33037,9
33038,3
33039,2
33040,7
33041,1
33042,3
33043,5
33044,1
33045,4
33046,4
33047,0
33048,6
33049,1
33050,3
33051,7
33052,4
33053,3
33054,5
33055,0
33056,5
33057,8
33058,6
33059,7
33060,3
33061,8
33062,0
33063,9
33064,4
33065,2
33066,9
33067,3
33068,2
33069,1
33070,7
33071,0
33072,1
33073,2
33074,5
33075,8
33076,2
33077,1
33078,3
33079,2
33080,6
33081,0
33082,3
33083,7
33084,1
33085,4
33086,1
33087,4
33088,7
33089,2
33090,1
33091,5
33092,1
33093,8
33094,9
33095,1
33096,8
33097,0
33098,1
33099,5
33100,5
33101,2
33102,3
33103,3
33104,1
33105,3
33106,9
33107,4
33108,3
33109,6
33110,1
33111,9
33112,9
33113,1
33114,4
33115,4
33116,3
33117,5
33118,0
33119,5
33120,3
33121,2
33122,9
33123,3
33124,9
33125,0
33126,2
33127,2
33128,2
33129,0
33130,2
33131,3
33132,9
33133,8
33134,1
33135,8
33136,8
33137,2
33138,9
33139,3
33140,5
33141,2
33142,4
33143,2
33144,7
33145,1
33146,9
33147,1
33148,3
33149,3
33150,3
33151,5
33152,4
33153,5
33154,3
33155,2
33156,7
33157,7
33158,0
33159,8
33160,5
33161,7
33162,6
33163,2
33164,9
33165,9
33166,0
33167,3
33168,0
33169,5
33170,6
33171,6
33172,9
33173,3
33174,5
33175,8
33176,1
33177,5
33178,3
33179,7
33180,4
33181,4
33182,2
33183,3
33184,8
33185,1
33186,9
33187,6
33188,5
33189,8
33190,7
33191,7
33192,4
33193,7
33194,3
33195,1
33196,6
33197,2
33198,7
33199,8
33200,1
33201,4
33202,7
33203,9
33204,8
33205,0
33206,8
33207,8
33208,8
33209,6
33210,5
33211,7
33212,5
33213,2
33214,3
33215,2
33216,6
33217,4
33218,9
33219,4
33220,5
33221,3
33222,1
33223,2
33224,5
33225,7
33226,3
33227,3
33228,9
33229,4
33230,6
33231,5
33232,7
33233,5
33234,6
33235,3
33236,1
33237,2
33238,6
33239,9
33240,8
33241,8
33242,5
33243,3
33244,4
33245,0
33246,1
33247,2
33248,0
33249,2
33250,7
33251,9
33252,7
33253,1
33254,6
33255,8
33256,3
33257,9
33258,3
33259,5
33260,6
33261,1
33262,8
33263,3
33264,4
33265,3
33266,8
33267,0
33268,8
33269,9
33270,0
33271,3
33272,4
33273,6
33274,4
33275,1
33276,7
33277,9
33278,1
33279,1
33280,9
33281,9
33282,9
33283,8
33284,0
33285,8
33286,0
33287,6
33288,8
33289,0
33290,9
33291,8
33292,5
33293,4
33294,1
33295,9
33296,2
33297,0
33298,1
33299,2
33300,6
33301,8
33302,5
33303,5
33304,1
33305,6
33306,1
33307,8
33308,0
33309,6
33310,3
33311,5
33312,7
33313,9
33314,5
33315,8
33316,5
33317,7
33318,4
33319,6
33320,0
33321,3
33322,0
33323,0
33324,7
33325,5
33326,9
33327,3
33328,7
33329,1
33330,6
33331,2
33332,8
33333,3
33334,4
33335,2
33336,7
33337,3
33338,4
33339,7
33340,0
33341,2
33342,2
33343,7
33344,7
33345,1
33346,6
33347,6
33348,1
33349,2
33350,8
33351,5
33352,9
33353,5
33354,1
33355,3
33356,2
33357,3
33358,4
33359,3
33360,0
33361,5
33362,7
33363,8
33364,5
33365,8
33366,3
33367,0
33368,5
33369,3
33370,3
33371,2
33372,0
33373,9
33374,1
33375,6
33376,8
33377,1
33378,4
33379,0
33380,9
33381,7
33382,1
33383,5
33384,2
33385,8
33386,7
33387,6
33388,4
33389,6
33390,1
33391,5
33392,8
33393,3
33394,0
33395,2
33396,1
33397,3
33398,4
33399,8
33400,6
33401,9
33402,2
33403,9
33404,2
33405,9
33406,3
33407,4
33408,9
33409,4
33410,7
33411,0
33412,3
33413,3
33414,8
33415,5
33416,6
33417,4
33418,1
33419,9
33420,3
33421,5
33422,2
33423,9
33424,1
33425,4
33426,6
33427,7
33428,5
33429,9
33430,5
33431,9
33432,3
33433,1
33434,1
33435,8
33436,8
33437,2
33438,9
33439,5
33440,8
33441,6
33442,1
33443,4
33444,8
33445,1
33446,9
33447,5
33448,4
33449,5
33450,1
33451,8
33452,1
33453,7
33454,4
33455,4
33456,4
33457,5
33458,1
33459,0
33460,7
33461,5
33462,1
33463,2
33464,5
33465,1
33466,0
33467,1
33468,0
33469,9
33470,7
33471,2
33472,3
33473,2
33474,1
33475,3
33476,4
33477,6
33478,1
33479,1
33480,6
33481,5
33482,5
33483,3
33484,9
33485,7
33486,8
33487,6
33488,9
33489,4
33490,9
33491,9
33492,3
33493,9
33494,9
33495,0
33496,6
33497,3
33498,3
33499,2
33500,5
33501,2
33502,7
33503,5
33504,4
33505,9
33506,0
33507,7
33508,3
33509,3
33510,0
33511,8
33512,8
33513,0
33514,9
33515,2
33516,8
33517,8
33518,5
33519,4
33520,6
33521,2
33522,2
33523,6
33524,6
33525,8
33526,5
33527,6
33528,9
33529,6
33530,1
33531,4
33532,6
33533,1
33534,8
33535,0
33536,2
33537,2
33538,0
33539,7
33540,3
33541,9
33542,2
33543,1
33544,5
33545,1
33546,4
33547,3
33548,2
33549,9
33550,4
33551,9
33552,7
33553,6
33554,1
33555,9
33556,5
33557,8
33558,2
33559,2
33560,3
33561,9
33562,4
33563,5
33564,0
33565,6
33566,9
33567,3
33568,1
33569,5
33570,8
33571,8
33572,3
33573,8
33574,1
33575,4
33576,0
33577,7
33578,3
33579,9
33580,4
33581,1
33582,3
33583,3
33584,1
33585,0
33586,8
33587,1
33588,6
33589,2
33590,9
33591,3
33592,9
33593,8
33594,6
33595,1
33596,3
33597,0
33598,2
33599,3
33600,1
33601,4
33602,0
33603,7
33604,7
33605,1
33606,2
33607,0
33608,8
33609,6
33610,8
33611,9
33612,1
33613,4
33614,6
33615,9
33616,5
33617,0
33618,1
33619,0
33620,3
33621,1
33622,3
33623,0
33624,3
33625,8
33626,2
33627,8
33628,4
33629,9
33630,7
33631,1
33632,4
33633,7
33634,9
33635,2
33636,1
33637,4
33638,1
33639,9
33640,9
33641,0
33642,1
33643,7
33644,7
33645,9
33646,4
33647,4
33648,5
33649,2
33650,1
33651,1
33652,0
33653,4
33654,9
33655,5
33656,7
33657,9
33658,2
33659,0
33660,9
33661,8
33662,0
33663,6
33664,7
33665,9
33666,9
33667,3
33668,3
33669,8
33670,9
33671,0
33672,2
33673,4
33674,5
33675,3
33676,6
33677,3
33678,4
33679,3
33680,7
33681,7
33682,2
33683,1
33684,8
33685,0
33686,9
33687,8
33688,9
33689,6
33690,8
33691,4
33692,1
33693,9
33694,2
33695,9
33696,8
33697,2
33698,9
33699,4
33700,7
33701,9
33702,3
33703,6
33704,9
33705,6
33706,7
33707,0
33708,7
33709,9
33710,7
33711,0
33712,9
33713,7
33714,9
33715,2
33716,7
33717,1
33718,1
33719,9
33720,4
33721,3
33722,2
33723,5
33724,8
33725,3
33726,8
33727,1
33728,8
33729,9
33730,5
33731,3
33732,0
33733,2
33734,1
33735,5
33736,0
33737,7
33738,4
33739,5
33740,3
33741,0
33742,1
33743,5
33744,6
33745,7
33746,6
33747,3
33748,4
33749,9
33750,1
33751,2
33752,9
33753,1
33754,0
33755,5
33756,4
33757,5
33758,8
33759,6
33760,5
33761,1
33762,6
33763,4
33764,7
33765,7
33766,5
33767,5
33768,3
33769,0
33770,0
33771,3
33772,6
33773,5
33774,1
33775,8
33776,8
33777,1
33778,4
33779,5
33780,7
33781,4
33782,0
33783,4
33784,4
33785,9
33786,0
33787,3
33788,9
33789,1
33790,8
33791,5
33792,5
33793,9
33794,2
33795,2
33796,7
33797,6
33798,2
33799,9
33800,8
33801,0
33802,1
33803,0
33804,7
33805,7
33806,0
33807,0
33808,0
33809,8
33810,9
33811,7
33812,2
33813,4
33814,3
33815,8
33816,6
33817,8
33818,1
33819,0
33820,5
33821,4
33822,4
33823,1
33824,2
33825,4
33826,4
33827,2
33828,2
33829,1
33830,7
33831,5
33832,5
33833,1
33834,9
33835,8
33836,6
33837,9
33838,2
33839,1
33840,9
33841,9
33842,8
33843,3
33844,3
33845,1
33846,8
33847,1
33848,3
33849,1
33850,8
33851,9
33852,3
33853,9
33854,5
33855,4
33856,1
33857,7
33858,4
33859,7
33860,9
33861,2
33862,6
33863,4
33864,2
33865,0
33866,8
33867,7
33868,1
33869,8
33870,3
33871,1
33872,4
33873,6
33874,9
33875,9
33876,7
33877,5
33878,4
33879,1
33880,2
33881,6
33882,9
33883,7
33884,2
33885,6
33886,3
33887,7
33888,5
33889,2
33890,5
33891,8
33892,6
33893,9
33894,3
33895,6
33896,1
33897,8
33898,0
33899,0
33900,0
33901,4
33902,4
33903,2
33904,8
33905,8
33906,3
33907,2
33908,1
33909,5
33910,0
33911,4
33912,9
33913,5
33914,3
33915,4
33916,2
33917,4
33918,9
33919,3
33920,1
33921,7
33922,0
33923,0
33924,9
33925,8
33926,6
33927,9
33928,5
33929,5
33930,6
33931,8
33932,4
33933,6
33934,6
33935,3
33936,9
33937,2
33938,2
33939,0
33940,1
33941,5
33942,0
33943,4
33944,1
33945,6
33946,8
33947,7
33948,2
33949,1
33950,4
33951,3
33952,5
33953,4
33954,0
33955,4
33956,9
33957,7
33958,1
33959,1
33960,2
33961,7
33962,0
33963,9
33964,3
33965,2
33966,1
33967,5
33968,9
33969,2
33970,2
33971,3
33972,8
33973,1
33974,3
33975,7
33976,5
33977,2
33978,4
33979,8
33980,8
33981,4
33982,6
33983,4
33984,8
33985,9
33986,6
33987,7
33988,6
33989,2
33990,9
33991,8
33992,7
33993,9
33994,6
33995,8
33996,8
33997,0
33998,7
33999,0
34000,4
34001,6
34002,6
34003,8
34004,0
34005,5
34006,6
34007,2
34008,1
34009,6
34010,4
34011,3
34012,3
34013,6
34014,4
34015,3
34016,1
34017,6
34018,3
34019,3
34020,5
34021,3
34022,6
34023,2
34024,7
34025,2
34026,9
34027,9
34028,9
34029,7
34030,6
34031,4
34032,6
34033,3
34034,4
34035,5
34036,3
34037,5
34038,7
34039,0
34040,8
34041,3
34042,8
34043,8
34044,1
34045,8
34046,5
34047,1
34048,8
34049,0
34050,8
34051,7
34052,2
34053,1
34054,0
34055,3
34056,1
34057,5
34058,3
34059,1
34060,6
34061,5
34062,4
34063,2
34064,0
34065,7
34066,7
34067,9
34068,7
34069,1
34070,6
34071,5
34072,3
34073,0
34074,6
34075,7
34076,1
34077,8
34078,9
34079,1
34080,0
34081,5
34082,8
34083,8
34084,4
34085,1
34086,1
34087,7
34088,4
34089,3
34090,4
34091,9
34092,2
34093,8
34094,9
34095,7
34096,7
34097,0
34098,2
34099,3
34100,6
34101,8
34102,4
34103,7
34104,4
34105,3
34106,7
34107,7
34108,1
34109,7
34110,2
34111,0
34112,5
34113,5
34114,6
34115,2
34116,1
34117,4
34118,7
34119,8
34120,5
34121,8
34122,8
34123,4
34124,4
34125,0
34126,8
34127,2
34128,5
34129,3
34130,2
34131,0
34132,2
34133,7
34134,3
34135,1
34136,5
34137,9
34138,5
34139,6
34140,2
34141,8
34142,2
34143,4
34144,7
34145,0
34146,3
34147,1
34148,9
34149,0
34150,3
34151,0
34152,9
34153,9
34154,0
34155,8
34156,1
34157,9
34158,7
34159,2
34160,2
34161,2
34162,8
34163,0
34164,3
34165,0
34166,4
34167,8
34168,9
34169,7
34170,1
34171,9
34172,8
34173,9
34174,8
34175,3
34176,2
34177,4
34178,5
34179,1
34180,5
34181,9
34182,0
34183,8
34184,6
34185,9
34186,5
34187,1
34188,0
34189,3
34190,9
34191,6
34192,9
34193,1
34194,3
34195,1
34196,0
34197,1
34198,8
34199,7
34200,2
34201,9
34202,8
34203,3
34204,2
34205,1
34206,8
34207,0
34208,4
34209,2
34210,7
34211,0
34212,2
34213,8
34214,8
34215,0
34216,4
34217,2
34218,1
34219,5
34220,4
34221,8
34222,8
34223,9
34224,4
34225,4
34226,1
34227,2
34228,9
34229,9
34230,3
34231,0
34232,3
34233,9
34234,3
34235,2
34236,0
34237,3
34238,3
34239,2
34240,9
34241,6
34242,6
34243,9
34244,1
34245,1
34246,8
34247,1
34248,5
34249,9
34250,7
34251,9
34252,4
34253,1
34254,7
34255,6
34256,5
34257,1
34258,4
34259,1
34260,1
34261,4
34262,3
34263,7
34264,2
34265,9
34266,7
34267,8
34268,0
34269,7
34270,5
34271,6
34272,8
34273,5
34274,1
34275,0
34276,1
34277,3
34278,2
34279,1
34280,5
34281,2
34282,1
34283,7
34284,2
34285,4
34286,4
34287,1
34288,4
34289,0
34290,9
34291,8
34292,0
34293,5
34294,6
34295,7
34296,9
34297,2
34298,7
34299,2
34300,3
34301,8
34302,1
34303,3
34304,1
34305,8
34306,8
34307,9
34308,7
34309,0
34310,2
34311,5
34312,6
34313,1
34314,6
34315,4
34316,7
34317,9
34318,5
34319,8
34320,8
34321,5
34322,1
34323,5
34324,6
34325,1
34326,6
34327,8
34328,1
34329,9
34330,6
34331,6
34332,1
34333,6
34334,1
34335,6
34336,3
34337,4
34338,9
34339,6
34340,9
34341,4
34342,1
34343,2
34344,9
34345,6
34346,9
34347,8
34348,7
34349,4
34350,9
34351,3
34352,9
34353,1
34354,0
34355,8
34356,1
34357,8
34358,2
34359,5
34360,4
34361,7
34362,6
34363,3
34364,4
34365,1
34366,7
34367,7
34368,0
34369,2
34370,8
34371,2
34372,7
34373,3
34374,5
34375,7
34376,1
34377,3
34378,1
34379,7
34380,3
34381,8
34382,4
34383,1
34384,9
34385,2
34386,0
34387,1
34388,1
34389,4
34390,2
34391,7
34392,3
34393,1
34394,8
34395,7
34396,4
34397,1
34398,4
34399,2
34400,0
34401,1
34402,3
34403,0
34404,3
34405,8
34406,2
34407,0
34408,7
34409,2
34410,9
34411,9
34412,4
34413,8
34414,6
34415,0
34416,9
34417,2
34418,2
34419,3
34420,9
34421,7
34422,9
34423,8
34424,9
34425,0
34426,9
34427,6
34428,7
34429,1
34430,9
34431,7
34432,3
34433,3
34434,2
34435,8
34436,9
34437,4
34438,6
34439,0
34440,4
34441,8
34442,1
34443,8
34444,4
34445,4
34446,8
34447,8
34448,1
34449,9
34450,8
34451,4
34452,2
34453,0
34454,6
34455,5
34456,1
34457,9
34458,4
34459,4
34460,4
34461,8
34462,0
34463,9
34464,5
34465,4
34466,7
34467,6
34468,6
34469,9
34470,4
34471,0
34472,5
34473,1
34474,9
34475,6
34476,2
34477,2
34478,6
34479,5
34480,9
34481,2
34482,4
34483,5
34484,2
34485,9
34486,6
34487,0
34488,9
34489,1
34490,6
34491,1
34492,0
34493,6
34494,3
34495,0
34496,8
34497,4
34498,6
34499,3
34500,3
34501,3
34502,1
34503,4
34504,8
34505,7
34506,6
34507,7
34508,3
34509,7
34510,5
34511,5
34512,2
34513,0
34514,0
34515,1
34516,2
34517,6
34518,3
34519,7
34520,3
34521,9
34522,8
34523,6
34524,2
34525,2
34526,7
34527,4
34528,9
34529,7
34530,6
34531,2
34532,0
34533,8
34534,2
34535,2
34536,3
34537,8
34538,5
34539,0
34540,6
34541,4
34542,9
34543,2
34544,6
34545,1
34546,2
34547,2
34548,3
34549,2
34550,5
34551,1
34552,8
34553,4
34554,8
34555,2
34556,7
34557,1
34558,1
34559,2
34560,0
34561,1
34562,2
34563,1
34564,4
34565,0
34566,3
34567,8
34568,3
34569,2
34570,4
34571,7
34572,8
34573,4
34574,3
34575,7
34576,1
34577,5
34578,7
34579,3
34580,0
34581,4
34582,3
34583,1
34584,9
34585,6
34586,9
34587,4
34588,6
34589,9
34590,9
34591,5
34592,2
34593,8
34594,7
34595,0
34596,5
34597,1
34598,4
34599,9
34600,0
34601,8
34602,2
34603,0
34604,9
34605,2
34606,1
34607,4
34608,2
34609,9
34610,4
34611,9
34612,4
34613,7
34614,6
34615,7
34616,0
34617,9
34618,0
34619,2
34620,7
34621,3
34622,8
34623,7
34624,1
34625,9
34626,5
34627,5
34628,1
34629,6
34630,0
34631,4
34632,7
34633,1
34634,8
34635,6
34636,6
34637,1
34638,8
34639,5
34640,1
34641,8
34642,9
34643,2
34644,9
34645,9
34646,0
34647,2
34648,8
34649,4
34650,4
34651,7
34652,0
34653,7
34654,4
34655,2
34656,4
34657,1
34658,0
34659,7
34660,3
34661,6
34662,5
34663,9
34664,6
34665,8
34666,4
34667,2
34668,4
34669,3
34670,9
34671,7
34672,4
34673,4
34674,0
34675,6
34676,2
34677,1
34678,5
34679,6
34680,8
34681,3
34682,7
34683,8
34684,8
34685,7
34686,4
34687,3
34688,1
34689,9
34690,2
34691,2
34692,9
34693,1
34694,3
34695,4
34696,1
34697,4
34698,1
34699,3
34700,4
34701,6
34702,5
34703,1
34704,8
34705,6
34706,6
34707,3
34708,2
34709,8
34710,2
34711,5
34712,3
34713,1
34714,0
34715,4
34716,6
34717,3
34718,6
34719,1
34720,5
34721,0
34722,8
34723,4
34724,5
34725,9
34726,3
34727,7
34728,9
34729,4
34730,0
34731,4
34732,5
34733,9
34734,8
34735,0
34736,1
34737,6
34738,1
34739,1
34740,8
34741,7
34742,8
34743,8
34744,1
34745,1
34746,8
34747,0
34748,3
34749,4
34750,8
34751,3
34752,5
34753,6
34754,8
34755,7
34756,8
34757,3
34758,8
34759,8
34760,8
34761,5
34762,5
34763,7
34764,0
34765,6
34766,8
34767,1
34768,2
34769,4
34770,4
34771,8
34772,1
34773,8
34774,0
34775,9
34776,2
34777,3
34778,3
34779,7
34780,7
34781,8
34782,9
34783,7
34784,7
34785,1
34786,9
34787,0
34788,0
34789,8
34790,4
34791,6
34792,9
34793,6
34794,1
34795,2
34796,8
34797,5
34798,3
34799,0
34800,1
34801,1
34802,4
34803,1
34804,7
34805,1
34806,3
34807,5
34808,4
34809,1
34810,8
34811,9
34812,9
34813,1
34814,3
34815,7
34816,2
34817,0
34818,2
34819,3
34820,0
34821,6
34822,8
34823,3
34824,7
34825,3
34826,2
34827,4
34828,8
34829,9
34830,1
34831,1
34832,8
34833,2
34834,9
34835,1
34836,6
34837,2
34838,3
34839,6
34840,9
34841,4
34842,6
34843,4
34844,2
34845,9
34846,8
34847,0
34848,0
34849,2
34850,2
34851,1
34852,2
34853,7
34854,4
34855,3
34856,7
34857,0
34858,2
34859,1
34860,6
34861,4
34862,7
34863,5
34864,7
34865,6
34866,5
34867,3
34868,7
34869,0
34870,7
34871,7
34872,0
34873,2
34874,0
34875,9
34876,6
34877,6
34878,4
34879,0
34880,1
34881,3
34882,9
34883,1
34884,7
34885,2
34886,7
34887,2
34888,3
34889,0
34890,3
34891,4
34892,6
34893,1
34894,7
34895,1
34896,4
34897,3
34898,7
34899,4
34900,8
34901,3
34902,1
34903,7
34904,0
34905,5
34906,9
34907,2
34908,0
34909,6
34910,4
34911,9
34912,3
34913,7
34914,7
34915,5
34916,2
34917,5
34918,9
34919,6
34920,9
34921,8
34922,9
34923,5
34924,4
34925,1
34926,8
34927,3
34928,0
34929,2
34930,1
34931,8
34932,6
34933,9
34934,4
34935,1
34936,7
34937,9
34938,8
34939,1
34940,8
34941,9
34942,1
34943,2
34944,9
34945,0
34946,2
34947,0
34948,2
34949,3
34950,8
34951,1
34952,1
34953,1
34954,0
34955,8
34956,7
34957,2
34958,4
34959,4
34960,9
34961,3
34962,0
34963,7
34964,8
34965,3
34966,8
34967,9
34968,1
34969,3
34970,2
34971,0
34972,2
34973,3
34974,8
34975,7
34976,3
34977,6
34978,9
34979,5
34980,2
34981,6
34982,0
34983,0
34984,2
34985,8
34986,5
34987,5
34988,9
34989,6
34990,4
34991,1
34992,8
34993,7
34994,8
34995,2
34996,0
34997,4
34998,1
34999,9
35000,9
35001,5
35002,2
35003,3
35004,4
35005,2
35006,4
35007,6
35008,9
35009,6
35010,0
35011,8
35012,1
35013,3
35014,3
35015,6
35016,0
35017,4
35018,5
35019,9
35020,0
35021,8
35022,5
35023,8
35024,1
35025,9
35026,8
35027,6
35028,6
35029,3
35030,9
35031,1
35032,5
35033,9
35034,6
35035,7
35036,1
35037,1
35038,9
35039,2
35040,9
35041,3
35042,8
35043,5
35044,5
35045,1
35046,3
35047,5
35048,1
35049,5
35050,8
35051,1
35052,3
35053,6
35054,1
35055,6
35056,1
35057,8
35058,6
35059,3
35060,8
35061,6
35062,4
35063,4
35064,5
35065,2
35066,5
35067,5
35068,1
35069,4
35070,9
35071,9
35072,2
35073,5
35074,5
35075,4
35076,7
35077,7
35078,0
35079,9
35080,1
35081,0
35082,5
35083,5
35084,6
35085,9
35086,9
35087,0
35088,0
35089,2
35090,8
35091,5
35092,9
35093,8
35094,4
35095,8
35096,6
35097,9
35098,9
35099,4
35100,7
35101,5
35102,2
35103,4
35104,3
35105,2
35106,9
35107,1
35108,5
35109,1
35110,3
35111,3
35112,7
35113,9
35114,1
35115,7
35116,7
35117,1
35118,2
35119,1
35120,5
35121,2
35122,7
35123,8
35124,6
35125,5
35126,8
35127,1
35128,5
35129,8
35130,3
35131,9
35132,0
35133,4
35134,4
35135,1
35136,7
35137,3
35138,8
35139,3
35140,5
35141,5
35142,1
35143,8
35144,0
35145,6
35146,8
35147,6
35148,6
35149,0
35150,8
35151,1
35152,3
35153,1
35154,8
35155,0
35156,1
35157,7
35158,2
35159,1
35160,9
35161,7
35162,1
35163,4
35164,0
35165,1
35166,9
35167,0
35168,4
35169,7
35170,4
35171,8
35172,1
35173,6
35174,6
35175,4
35176,5
35177,6
35178,3
35179,1
35180,6
35181,4
35182,8
35183,1
35184,8
35185,0
35186,2
35187,7
35188,6
35189,6
35190,7
35191,6
35192,4
35193,1
35194,6
35195,7
35196,3
35197,4
35198,1
35199,4
35200,2
35201,4
35202,4
35203,9
35204,6
35205,4
35206,2
35207,2
35208,4
35209,5
35210,3
35211,7
35212,5
35213,7
35214,4
35215,6
35216,7
35217,3
35218,4
35219,7
35220,7
35221,7
35222,6
35223,4
35224,6
35225,5
35226,2
35227,3
35228,8
35229,2
35230,4
35231,8
35232,2
35233,2
35234,1
35235,9
35236,4
35237,9
35238,0
35239,1
35240,0
35241,9
35242,8
35243,9
35244,0
35245,7
35246,7
35247,7
35248,2
35249,8
35250,6
35251,8
35252,3
35253,5
35254,9
35255,3
35256,8
35257,1
35258,0
35259,0
35260,6
35261,6
35262,9
35263,5
35264,2
35265,0
35266,3
35267,7
35268,8
35269,4
35270,9
35271,7
35272,1
35273,4
35274,8
35275,0
35276,3
35277,5
35278,2
35279,7
35280,1
35281,5
35282,7
35283,7
35284,8
35285,0
35286,4
35287,0
35288,9
35289,0
35290,0
35291,8
35292,5
35293,5
35294,1
35295,9
35296,2
35297,9
35298,9
35299,8
35300,9
35301,5
35302,9
35303,7
35304,6
35305,5
35306,6
35307,6
35308,1
35309,7
35310,7
35311,6
35312,2
35313,5
35314,3
35315,6
35316,1
35317,8
35318,3
35319,0
35320,1
35321,2
35322,3
35323,5
35324,5
35325,5
35326,5
35327,6
35328,1
35329,2
35330,0
35331,9
35332,9
35333,6
35334,2
35335,4
35336,0
35337,3
35338,5
35339,6
35340,2
35341,6
35342,6
35343,7
35344,1
35345,1
35346,3
35347,2
35348,3
35349,7
35350,4
35351,7
35352,1
35353,8
35354,8
35355,1
35356,5
35357,7
35358,4
35359,8
35360,7
35361,0
35362,6
35363,6
35364,8
35365,8
35366,8
35367,8
35368,3
35369,4
35370,9
35371,5
35372,5
35373,8
35374,6
35375,6
35376,6
35377,6
35378,3
35379,8
35380,0
35381,0
35382,9
35383,2
35384,5
35385,1
35386,9
35387,3
35388,8
35389,7
35390,9
35391,9
35392,9
35393,4
35394,8
35395,8
35396,9
35397,9
35398,3
35399,7
35400,0
35401,3
35402,9
35403,1
35404,1
35405,9
35406,5
35407,2
35408,0
35409,9
35410,2
35411,0
35412,9
35413,4
35414,8
35415,4
35416,1
35417,2
35418,7
35419,0
35420,1
35421,0
35422,0
35423,8
35424,1
35425,1
35426,1
35427,5
35428,0
35429,1
35430,4
35431,8
35432,1
35433,4
35434,7
35435,6
35436,4
35437,5
35438,9
35439,0
35440,0
35441,5
35442,9
35443,9
35444,6
35445,2
35446,1
35447,0
35448,4
35449,5
35450,1
35451,3
35452,5
35453,7
35454,9
35455,3
35456,6
35457,6
35458,7
35459,9
35460,4
35461,3
35462,2
35463,2
35464,8
35465,8
35466,0
35467,5
35468,5
35469,5
35470,8
35471,8
35472,7
35473,0
35474,0
35475,5
35476,8
35477,3
35478,3
35479,2
35480,8
35481,2
35482,7
35483,2
35484,7
35485,5
35486,0
35487,3
35488,5
35489,4
35490,4
35491,0
35492,3
35493,1
35494,3
35495,9
35496,1
35497,7
35498,2
35499,7
35500,6
35501,2
35502,7
35503,0
35504,0
35505,3
35506,5
35507,5
35508,8
35509,0
35510,1
35511,4
35512,2
35513,1
35514,1
35515,0
35516,4
35517,5
35518,4
35519,4
35520,8
35521,5
35522,4
35523,6
35524,4
35525,4
35526,2
35527,8
35528,1
35529,4
35530,9
35531,6
35532,1
35533,0
35534,7
35535,3
35536,0
35537,6
35538,3
35539,0
35540,4
35541,1
35542,8
35543,0
35544,7
35545,0
35546,3
35547,2
35548,3
35549,4
35550,5
35551,7
35552,0
35553,8
35554,4
35555,2
35556,6
35557,8
35558,0
35559,0
35560,6
35561,1
35562,8
35563,2
35564,2
35565,1
35566,0
35567,4
35568,0
35569,2
35570,6
35571,5
35572,6
35573,9
35574,5
35575,8
35576,3
35577,1
35578,6
35579,2
35580,2
35581,9
35582,0
35583,1
35584,6
35585,9
35586,8
35587,9
35588,4
35589,3
35590,2
35591,8
35592,6
35593,0
35594,2
35595,6
35596,0
